chiave,record_id,file,regione_codice,regione_finale,provincia_finale,comune_finale,nome_originale,nome_canonico,nome_norm_stat,tipo_originale,tipo_standard,macro_categoria,fonte_territorializzazione,stato_osservazione,ruoli_documentali,ruolo_attore,ruolo_firmatario,ruolo_proponente,ente_capofila,note,cf,codice_soggetti_questionari,denominazione_soggetti_questionari,codice_aggregazione_2,descrizione_aggregazione_2
AMMINISTRAZIONI LOCALI||Comuni||||Lazio,177_0005,12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.txt,12,Lazio,,,Amministrazioni Locali,Amministrazioni Locali,AMMINISTRAZIONI LOCALI,Comuni,Comuni,Servizi comunali,nome,valido_localizzato,,0,0,0,,,,3,Comuni,3,Servizi comunali
"PRONTO SOCCORSI||Ospedale (Pronto soccorso, ecc.)||||Lazio",176_0009,12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.txt,12,Lazio,,,Pronto Soccorsi,Pronto Soccorsi,PRONTO SOCCORSI,"Ospedale (Pronto soccorso, ecc.)","Ospedale (Pronto soccorso, ecc.)",Settore sanitario,nome,valido_localizzato,,0,0,0,,,,11,"Ospedale (Pronto soccorso, ecc.)",4,settore sanitario
"PRONTO SOCCORSI||Ospedale (Pronto soccorso, ecc.)||||Lazio",177_0009,12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.txt,12,Lazio,,,Pronto Soccorsi,Pronto Soccorsi,PRONTO SOCCORSI,"Ospedale (Pronto soccorso, ecc.)","Ospedale (Pronto soccorso, ecc.)",Settore sanitario,nome,valido_localizzato,,0,0,0,,,,11,"Ospedale (Pronto soccorso, ecc.)",4,settore sanitario
IMPRESA DONNE||Ente terzo settore - ETS (iscritto al RUNTS)||Roma||Lazio,176_0013,12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.txt,12,Lazio,Roma,Capena,Impresa Donne,Impresa Donne,IMPRESA DONNE,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo e ordini,json,valido_localizzato,,0,0,0,,,16054451006,24,Ente terzo settore - ETS (iscritto al RUNTS)[1],8,associazionismo
IMPRESA DONNE||Ente terzo settore - ETS (iscritto al RUNTS)||Roma||Lazio,177_0013,12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.txt,12,Lazio,Roma,Capena,Impresa Donne,Impresa Donne,IMPRESA DONNE,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo e ordini,json,valido_localizzato,,0,0,0,,,16054451006,24,Ente terzo settore - ETS (iscritto al RUNTS)[1],8,associazionismo
MINISTERO DELL'INTERNO||Altro||||Lazio,176_0015,12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.txt,12,Lazio,,,Ministero dell’Interno,Ministero dell'Interno,MINISTERO DELL'INTERNO,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,,,30,Altro,9,altro
MINISTERO DELL'INTERNO||Altro||||Lazio,177_0015,12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.txt,12,Lazio,,,Ministero dell’Interno,Ministero dell'Interno,MINISTERO DELL'INTERNO,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,,,30,Altro,9,altro
MINISTERO DELL'INTERNO||Altro||||Lazio,180_0025,12_2406_rta_12_241007235530_4166---ProtocolloconilComunediPastena.txt,12,Lazio,,,Ministero dell'Interno,Ministero dell'Interno,MINISTERO DELL'INTERNO,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,,,30,Altro,9,altro
ISTAT||Altro||||Lazio,176_0019,12_2406_rta_12_241004145108_4166---07-ProtocolloCONilComunediVILLASANTOSTEFANO.txt,12,Lazio,,,ISTAT,ISTAT,ISTAT,Altro,Altro,Altro,nome,da_escludere,,0,0,0,,,,30,Altro,9,altro
ISTAT||Altro||||Lazio,177_0019,12_2406_rta_12_241004145702_4166---08-ProtocolloComunediFalvaterra.txt,12,Lazio,,,ISTAT,ISTAT,ISTAT,Altro,Altro,Altro,nome,da_escludere,,0,0,0,,Indagine statistica,,30,Altro,9,altro
ASSOCIAZIONE VOLONTARIE TELEFONO ROSA FROSINONE REGIONE LAZIO ODV (CENTRO DI ORIENTAMENTO PER LE DONNE||CAV/Centri Antiviolenza||||Lazio,178_0001,12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.txt,12,Lazio,,,ASSOCIAZIONE VOLONTARIE TELEFONO ROSA FROSINONE REGIONE LAZIO ODV (Centro di Orientamento per le Donne),ASSOCIAZIONE VOLONTARIE TELEFONO ROSA FROSINONE REGIONE LAZIO ODV (Centro di Orientamento per le Donne,ASSOCIAZIONE VOLONTARIE TELEFONO ROSA FROSINONE REGIONE LAZIO ODV (CENTRO DI ORIENTAMENTO PER LE DONNE,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e protezione,nome,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,,1,CAV,1,CAV
ASSOCIAZIONE VOLONTARIE TELEFONO ROSA FROSINONE REGIONE LAZIO ODV (CENTRO DI ORIENTAMENTO PER LE DONNE||CAV/Centri Antiviolenza||||Lazio,179_0001,12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.txt,12,Lazio,,,ASSOCIAZIONE VOLONTARIE TELEFONO ROSA FROSINONE REGIONE LAZIO ODV (Centro di Orientamento per le Donne),ASSOCIAZIONE VOLONTARIE TELEFONO ROSA FROSINONE REGIONE LAZIO ODV (Centro di Orientamento per le Donne,ASSOCIAZIONE VOLONTARIE TELEFONO ROSA FROSINONE REGIONE LAZIO ODV (CENTRO DI ORIENTAMENTO PER LE DONNE,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e protezione,nome,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,firmatario; coordinamento rete antiviolenza,,1,CAV,1,CAV
ASSOCIAZIONI||Altro||||Lazio,178_0015,12_2406_rta_12_241007224201_4166---ProtocolloConilComunediARCE.txt,12,Lazio,,,Associazioni,Associazioni,ASSOCIAZIONI,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,,,30,Altro,9,altro
ASSOCIAZIONI||Altro||||Lazio,179_0017,12_2406_rta_12_241007225239_4166---10-ProtocolloconilComunediCOLFELICE.txt,12,Lazio,,,Associazioni,Associazioni,ASSOCIAZIONI,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,citati genericamente tra i soggetti della rete,,30,Altro,9,altro
ASSOCIAZIONE VOLONTARIE TELEFONO ROSA FROSINONE REGIONE LAZIO ODV - CENTRO DI ORIENTAMENTO PER LE DONNE||Ente terzo settore - ETS (iscritto al RUNTS)||Frosinone||Lazio,185_0002,12_2406_rta_12_241008103723_4166---17-ConvenzioneconilLiceoScientificoeLinguisticoCECCANO.txt,12,Lazio,Frosinone,Ceccano,Associazione volontarie Telefono Rosa Frosinone Regione Lazio ODV - Centro di Orientamento per le Donne,Associazione volontarie Telefono Rosa Frosinone Regione Lazio ODV - Centro di Orientamento per le Donne,ASSOCIAZIONE VOLONTARIE TELEFONO ROSA FROSINONE REGIONE LAZIO ODV - CENTRO DI ORIENTAMENTO PER LE DONNE,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo e ordini,json,valido_localizzato,firmatario|attore,1,1,0,,"soggetto ospitante, firmatario",,24,Ente terzo settore - ETS (iscritto al RUNTS)[1],8,associazionismo
ASSOCIAZIONE VOLONTARIE TELEFONO ROSA FROSINONE REGIONE LAZIO ODV - CENTRO DI ORIENTAMENTO PER LE DONNE||Ente terzo settore - ETS (iscritto al RUNTS)||Frosinone||Lazio,186_0002,12_2406_rta_12_241008104436_4166---18-ConvenzioneconilLiceoScientificoelinguisticoMartinoFileticodiFERENTINO.txt,12,Lazio,Frosinone,Ceccano,Associazione Volontarie Telefono Rosa Frosinone Regione Lazio ODV - Centro di Orientamento per le Donne,Associazione Volontarie Telefono Rosa Frosinone Regione Lazio ODV - Centro di Orientamento per le Donne,ASSOCIAZIONE VOLONTARIE TELEFONO ROSA FROSINONE REGIONE LAZIO ODV - CENTRO DI ORIENTAMENTO PER LE DONNE,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo e ordini,json,valido_localizzato,firmatario|attore,1,1,0,,denominato soggetto ospitante,,24,Ente terzo settore - ETS (iscritto al RUNTS)[1],8,associazionismo
MUNICIPIO VIII||Altro||||Lazio,190_0004,12_2406_rta_12_241008150836_4166---2.prot.txt,12,Lazio,,,Municipio VIII,Municipio VIII,MUNICIPIO VIII,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,Citato come ente con cui ASPIC per la scuola ha convenzione progetto “Educare per Essere” e come territorio di attività Be Free,,30,Altro,9,altro
MUNICIPIO VIII||Altro||||Lazio,191_0008,12_2406_rta_12_241008151247_4166---3.prot.txt,12,Lazio,,,Municipio VIII,Municipio VIII,MUNICIPIO VIII,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,Area amministrativa specifica citata nel protocollo,,30,Altro,9,altro
MUNICIPIO VIII||Altro||||Lazio,193_0004,12_2406_rta_12_241009123601_4166---5.accordo.txt,12,Lazio,,,Municipio VIII,Municipio VIII,MUNICIPIO VIII,Altro,Altro,Altro,nome,valido_localizzato,,0,0,0,,,,30,Altro,9,altro
CAV NILDE LOTTI||CAV||||Lazio,193_0003,12_2406_rta_12_241009123601_4166---5.accordo.txt,12,Lazio,,,CAV Nilde lotti,CAV Nilde lotti,CAV NILDE LOTTI,CAV/Centri Antiviolenza,CAV,CAV e protezione,nome,valido_localizzato,,0,0,0,,presente sul territorio del Municipio VIII,,1,CAV,1,CAV
CAV NILDE LOTTI||CAV||||Lazio,195_0003,12_2406_rta_12_241009125640_4166---7.accordo.txt,12,Lazio,,,CAV Nilde lotti,CAV Nilde lotti,CAV NILDE LOTTI,CAV/Centri Antiviolenza,CAV,CAV e protezione,nome,valido_localizzato,attore,1,0,0,,presente nel Municipio VIII,,1,CAV,1,CAV
PREFETTURA - U.T.G. DI CHIETI||Prefettura||Chieti||Abruzzo,196_0002,13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,13,Abruzzo,Chieti,Chieti,Prefettura — U.T.G. di Chieti,Prefettura - U.T.G. di Chieti,PREFETTURA - U.T.G. DI CHIETI,Prefettura,Prefettura,Settore giudiziario,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,,13,Prefettura,2,Settore giudiziario
PREFETTURA - U.T.G. DI CHIETI||Prefettura||Chieti||Abruzzo,197_0003,13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,13,Abruzzo,Chieti,Chieti,Prefettura — U.T.G. di Chieti,Prefettura - U.T.G. di Chieti,PREFETTURA - U.T.G. DI CHIETI,Prefettura,Prefettura,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,13,Prefettura,2,Settore giudiziario
ARMA DEI CARABINIERI - COMANDO PROVINCIALE||Carabinieri/Polizia/altre forze dell'ordine||||Abruzzo,196_0003,13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,13,Abruzzo,,,Arma dei Carabinieri - Comando Provinciale,Arma dei Carabinieri - Comando Provinciale,ARMA DEI CARABINIERI - COMANDO PROVINCIALE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,valido_localizzato,attore,1,0,0,,,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
ARMA DEI CARABINIERI - COMANDO PROVINCIALE||Carabinieri/Polizia/altre forze dell'ordine||||Abruzzo,197_0015,13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,13,Abruzzo,,,Arma dei Carabinieri — Comando Provinciale,Arma dei Carabinieri - Comando Provinciale,ARMA DEI CARABINIERI - COMANDO PROVINCIALE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,valido_localizzato,attore,1,0,0,,,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
QUESTURA DI CHIETI - POLIZIA DI STATO||Questura||Chieti||Abruzzo,196_0004,13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,13,Abruzzo,Chieti,Chieti,Questura di Chieti — Polizia di Stato,Questura di Chieti - Polizia di Stato,QUESTURA DI CHIETI - POLIZIA DI STATO,Questura,Questura,Settore giudiziario,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,Polizia di Stato,,14,Questura,2,Settore giudiziario
QUESTURA DI CHIETI - POLIZIA DI STATO||Questura||Chieti||Abruzzo,201_0018,13_2406_rta_13_241122104158_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt,13,Abruzzo,Chieti,Chieti,Questura di Chieti — Polizia di Stato,Questura di Chieti - Polizia di Stato,QUESTURA DI CHIETI - POLIZIA DI STATO,Questura,Questura,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,14,Questura,2,Settore giudiziario
PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI CHIETI||Procura Ordinaria/Tribunale/Corte d'appello||Chieti||Abruzzo,196_0005,13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,13,Abruzzo,Chieti,Chieti,Procura della Repubblica presso il Tribunale di Chieti,Procura della Repubblica presso il Tribunale di Chieti,PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI CHIETI,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI CHIETI||Procura Ordinaria/Tribunale/Corte d'appello||Chieti||Abruzzo,197_0004,13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,13,Abruzzo,Chieti,Chieti,Procura della Repubblica presso il Tribunale di Chieti,Procura della Repubblica presso il Tribunale di Chieti,PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI CHIETI,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI CHIETI||Procura Ordinaria/Tribunale/Corte d'appello||Chieti||Abruzzo,200_0017,13_2406_rta_13_241122103901_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt,13,Abruzzo,Chieti,Chieti,Procura della Repubblica presso il tribunale di Chieti,Procura della Repubblica presso il tribunale di Chieti,PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI CHIETI,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI CHIETI||Procura Ordinaria/Tribunale/Corte d'appello||Chieti||Abruzzo,201_0017,13_2406_rta_13_241122104158_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt,13,Abruzzo,Chieti,Chieti,Procura della Repubblica presso il tribunale di Chieti,Procura della Repubblica presso il tribunale di Chieti,PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI CHIETI,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI CHIETI||Procura Ordinaria/Tribunale/Corte d'appello||Chieti||Abruzzo,202_0017,13_2406_rta_13_241122104428_4166---Protocollorete_ortonaCAVconsultoriodiocesano.txt,13,Abruzzo,Chieti,Chieti,Procura della Repubblica presso il tribunale di Chieti,Procura della Repubblica presso il tribunale di Chieti,PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE DI CHIETI,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,Firmatario protocollo,,18,Procura Ordinaria/Tribunale/Corte d'appello,2,Settore giudiziario
TRIBUNALE PER I MINORENNI DI L'AQUILA||Procura Minorile/ Tribunale minorile||L'Aquila||Abruzzo,196_0006,13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,13,Abruzzo,L'Aquila,L'Aquila,Tribunale per i Minorenni di L’Aquila,Tribunale per i Minorenni di L'Aquila,TRIBUNALE PER I MINORENNI DI L'AQUILA,Procura Minorile/Tribunale minorile,Procura Minorile/ Tribunale minorile,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,17,Procura Minorile/ Tribunale minorile,2,Settore giudiziario
TRIBUNALE PER I MINORENNI DI L'AQUILA||Procura Minorile/ Tribunale minorile||L'Aquila||Abruzzo,197_0005,13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,13,Abruzzo,L'Aquila,L'Aquila,Tribunale per i Minorenni di L’Aquila,Tribunale per i Minorenni di L'Aquila,TRIBUNALE PER I MINORENNI DI L'AQUILA,Procura Minorile/Tribunale minorile,Procura Minorile/ Tribunale minorile,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,17,Procura Minorile/ Tribunale minorile,2,Settore giudiziario
TRIBUNALE PER I MINORENNI DI L'AQUILA||Procura Minorile/ Tribunale minorile||L'Aquila||Abruzzo,199_0003,13_2406_rta_13_241122103653_4166---protocollodirete_cavlafenice_provinciateramo.txt,13,Abruzzo,L'Aquila,L'Aquila,Tribunale per i Minorenni di L’Aquila,Tribunale per i Minorenni di L'Aquila,TRIBUNALE PER I MINORENNI DI L'AQUILA,Procura Minorile/Tribunale minorile,Procura Minorile/ Tribunale minorile,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,17,Procura Minorile/ Tribunale minorile,2,Settore giudiziario
TRIBUNALE PER I MINORENNI DI L'AQUILA||Procura Minorile/ Tribunale minorile||L'Aquila||Abruzzo,208_0007,13_2406_rta_13_241122115416_4166---PROTOCOLLOPESCARA.txt,13,Abruzzo,L'Aquila,L'Aquila,Tribunale per i Minorenni di L’Aquila,Tribunale per i Minorenni di L'Aquila,TRIBUNALE PER I MINORENNI DI L'AQUILA,Procura Minorile/Tribunale minorile,Procura Minorile/ Tribunale minorile,Settore giudiziario,json,valido_localizzato,firmatario|attore,1,1,0,,,,17,Procura Minorile/ Tribunale minorile,2,Settore giudiziario
CARITAS DIOCESANA||Altro||||Abruzzo,196_0010,13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,13,Abruzzo,,,Caritas diocesana,Caritas diocesana,CARITAS DIOCESANA,Altro,Altro,Altro,nome,valido_localizzato,attore,1,0,0,,"Centro di ascolto diocesano, Casa di accoglienza Mater Populi Teatina",,30,Altro,9,altro
CARITAS DIOCESANA||Altro||||Abruzzo,200_0037,13_2406_rta_13_241122103901_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt,13,Abruzzo,,,Caritas Diocesana,Caritas Diocesana,CARITAS DIOCESANA,Altro,Altro,Altro,nome,valido_localizzato,firmatario|attore,1,1,0,,,,30,Altro,9,altro
CARITAS DIOCESANA||Altro||||Abruzzo,201_0037,13_2406_rta_13_241122104158_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt,13,Abruzzo,,,Caritas Diocesana,Caritas Diocesana,CARITAS DIOCESANA,Altro,Altro,Altro,nome,valido_localizzato,firmatario|attore,1,1,0,,,,30,Altro,9,altro
CARITAS DIOCESANA||Altro||||Abruzzo,203_0020,13_2406_rta_13_241122104842_4166---Protocollodirete_DAFNE.txt,13,Abruzzo,,,Caritas Diocesana,Caritas Diocesana,CARITAS DIOCESANA,Altro,Altro,Altro,nome,valido_localizzato,firmatario|attore,1,1,0,,Firmatario,,30,Altro,9,altro
REGIONE ABRUZZO||Regioni/Province Autonome||||Abruzzo,196_0019,13_2406_rta_13_241122101453_4166---ProtocollodiRete_AlphaChieti.txt,13,Abruzzo,,,Regione Abruzzo,Regione Abruzzo,REGIONE ABRUZZO,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,,0,0,0,,"Finanziatrice attività, L.R. 31/2006",,10,Regioni/province Autonome,5,Regioni/province Autonome
REGIONE ABRUZZO||Regioni/Province Autonome||||Abruzzo,197_0001,13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,13,Abruzzo,,,Regione Abruzzo,Regione Abruzzo,REGIONE ABRUZZO,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,,0,0,0,,,,10,Regioni/province Autonome,5,Regioni/province Autonome
REGIONE ABRUZZO||Regioni/Province Autonome||||Abruzzo,198_0005,13_2406_rta_13_241122102615_4166---PROTOCOLLOD_INTESACOMUNEAQ_donatellatelliniCAV2023.txt,13,Abruzzo,,,Regione Abruzzo,Regione Abruzzo,REGIONE ABRUZZO,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,,0,0,0,,,,10,Regioni/province Autonome,5,Regioni/province Autonome
REGIONE ABRUZZO||Regioni/Province Autonome||||Abruzzo,200_0057,13_2406_rta_13_241122103901_4166---Protocollirete_ortonaelancianoCAVdonn.ÿ.txt,13,Abruzzo,,,Regione Abruzzo,Regione Abruzzo,REGIONE ABRUZZO,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,,0,0,0,,,,10,Regioni/province Autonome,5,Regioni/province Autonome
REGIONE ABRUZZO||Regioni/Province Autonome||||Abruzzo,202_0020,13_2406_rta_13_241122104428_4166---Protocollorete_ortonaCAVconsultoriodiocesano.txt,13,Abruzzo,,,Regione Abruzzo,Regione Abruzzo,REGIONE ABRUZZO,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,,0,0,0,,Citato nella normativa di riferimento,,10,Regioni/province Autonome,5,Regioni/province Autonome
REGIONE ABRUZZO||Regioni/Province Autonome||||Abruzzo,204_0028,13_2406_rta_13_241122105540_4166---protocollodirete_vastodonnattiva.txt,13,Abruzzo,,,Regione Abruzzo,Regione Abruzzo,REGIONE ABRUZZO,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,,0,0,0,,,,10,Regioni/province Autonome,5,Regioni/province Autonome
REGIONE ABRUZZO||Regioni/Province Autonome||||Abruzzo,205_0011,13_2406_rta_13_241122105938_4166---ACCORDOOPERATIVO.txt,13,Abruzzo,,,Regione Abruzzo,Regione Abruzzo,REGIONE ABRUZZO,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,,0,0,0,,,,10,Regioni/province Autonome,5,Regioni/province Autonome
REGIONE ABRUZZO||Regioni/Province Autonome||||Abruzzo,207_0031,13_2406_rta_13_241122111153_4166---PROTOCOLLOCASTELDISANGROEASL.txt,13,Abruzzo,,,Regione Abruzzo,Regione Abruzzo,REGIONE ABRUZZO,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,,0,0,0,,,,10,Regioni/province Autonome,5,Regioni/province Autonome
REGIONE ABRUZZO||Regioni/Province Autonome||||Abruzzo,208_0028,13_2406_rta_13_241122115416_4166---PROTOCOLLOPESCARA.txt,13,Abruzzo,,,Regione Abruzzo,Regione Abruzzo,REGIONE ABRUZZO,Regioni/Province Autonome,Regioni/Province Autonome,Istituzioni territoriali,nome,valido_localizzato,firmatario|attore,1,1,0,,Citata come livello istituzionale di riferimento,,10,Regioni/province Autonome,5,Regioni/province Autonome
CARITAS DIOCESANA||Ente terzo settore - ETS (iscritto al RUNTS)||||Abruzzo,197_0008,13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,13,Abruzzo,,,Caritas Diocesana,Caritas Diocesana,CARITAS DIOCESANA,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,"Centro di ascolto diocesano, Casa di accoglienza Mater Populi Teatina",,24,Ente terzo settore - ETS (iscritto al RUNTS)[1],8,associazionismo
CARITAS DIOCESANA||Ente terzo settore - ETS (iscritto al RUNTS)||||Abruzzo,204_0015,13_2406_rta_13_241122105540_4166---protocollodirete_vastodonnattiva.txt,13,Abruzzo,,,Caritas Diocesana,Caritas Diocesana,CARITAS DIOCESANA,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo e ordini,nome,valido_localizzato,firmatario|attore,1,1,0,,,,24,Ente terzo settore - ETS (iscritto al RUNTS)[1],8,associazionismo
POLIZIA DI STATO||Carabinieri/Polizia/altre forze dell'ordine||||Abruzzo,197_0013,13_2406_rta_13_241122101856_4166---Protocollodirete_AlphaGuardiagrele.txt,13,Abruzzo,,,Polizia di Stato,Polizia di Stato,POLIZIA DI STATO,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,generico,attore,1,0,0,,Questura di Chieti; coinvolta nella rete e nelle attività,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
POLIZIA DI STATO||Carabinieri/Polizia/altre forze dell'ordine||||Abruzzo,207_0018,13_2406_rta_13_241122111153_4166---PROTOCOLLOCASTELDISANGROEASL.txt,13,Abruzzo,,,Polizia di Stato,Polizia di Stato,POLIZIA DI STATO,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,generico,firmatario|attore,1,1,0,,,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
FORZE DELL'ORDINE||Carabinieri/Polizia/altre forze dell'ordine||||Abruzzo,198_0009,13_2406_rta_13_241122102615_4166---PROTOCOLLOD_INTESACOMUNEAQ_donatellatelliniCAV2023.txt,13,Abruzzo,,,Forze dell’Ordine,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,generico,attore,1,0,0,,Integrazione operativa per i percorsi di protezione,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
FORZE DELL'ORDINE||Carabinieri/Polizia/altre forze dell'ordine||||Abruzzo,205_0019,13_2406_rta_13_241122105938_4166---ACCORDOOPERATIVO.txt,13,Abruzzo,,,Forze dell’Ordine,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,nome,generico,attore,1,0,0,,,,15,Carabinieri/Polizia/altre forze dell'ordine,2,Settore giudiziario
