
ID_RISPONDENTE_RILEV;COD_ANAGRAFICA_RISP;NOME_ANAGRAFICA_RISP;COD_REGIONE;COD_PROVINCIA;COD_COMUNE;ID_DUG;INDIRIZZO;NUM_CIVICO;LOCALITA;UBICAZIONE;CAP;TELEFONO;FAX;EMAIL;SITO_WEB;COD_REGIONE_SEDE_AMM;COD_PROVINCIA_SEDE_AMM;COD_COMUNE_SEDE_AMM;ID_DUG_SEDE_AMM;INDIRIZZO_SEDE_AMM;NUM_CIVICO_SEDE_AMM;LOCALITA_SEDE_AMM;UBICAZIONE_SEDE_AMM;CAP_SEDE_AMM;TELEFONO_SEDE_AMM;FAX_SEDE_AMM;EMAIL_SEDE_AMM;NOTE;COGNOME_PERSONA_FISICA;NOME_PERSONA_FISICA;CAMPO_JOLLY1;CAMPO_JOLLY2;CAMPO_JOLLY3;ID_TIPO_ACQUISIZIONE;ID_STATO_RISPONDENTE;ID_TIPO_ESITO;ID_UTENTE;LIV_MONITORAGGIO_1;LIV_MONITORAGGIO_2;LIV_MONITORAGGIO_3;LIV_MONITORAGGIO_4
423;CAV0300058;Il Cerchio della Luna;03;017;029;;Via Francesco Baracca;1;Brescia;;25128;3311256117;;ilcerchiodellaluna@libero.it;;;;;;;;;;;;;;;UTE0300058;;;;;1;1;;CAV0300058;03;03;1;2
424;CAV0600008;CAV di Grado - Associazione S.O.S.ROSA ODV;06;031;009;;Via Fiume;11;;;34073;3391467750;;sosrosagrado@gmail.com;;;;;;;;;;;;;;;UTE0600008;;;;;1;1;;CAV0600008;06;06;1;2
425;CAV0700011;Centro Antiviolenza Mai pi� sola;07;011;027;;Piazza Ricchetti;3;Sarzana;;19038;3343793354;;info@maipiusola.it;;;;;;;;;;;;;;;UTE0700011;;;;;1;1;;CAV0700011;07;07;1;2
426;CAV0800023;Centro Antiviolenza distrettuale UCMAN;08;036;021;;VIA MILANO;4;Medolla;;41036;3703068286;;sportelloascolto2020@libero.it;;;;;;;;;;;0592589511;;gulliver@gulliver.mo.it;la richiesta di iscrizione all?elenco regionale ha avuto esito negativo;UTE0800023;;;;;1;1;;03000100002;08;08;1;2
428;CAV1000011;Centro Antiviolenza Magione;10;054;026;;Piazza Fra Giovanni di Pian di Carpine;16;MAGIONE;;06063;0758473063  3387211260;;cavmagione@gmail.com;;;;;;;;;;;;;;;UTE1000011;;;;;1;1;;CAV1000011;10;10;1;2
429;CAV1200034;Teresa Buonocore;12;058;091;;Via Casal del Marmo;118;Roma;;00100;3312647130;;cav.casalmarmo@gmail.com;;;;;;;;;;;;;;;UTE1200034;;;;;1;1;;CAV1200034;12;12;1;2
430;CAV1200035;Centro Antiviolenza Massimo Di Gregorio;12;058;091;;Via Nicola Stame;162;Roma (Municipio IX);;00128;3334912002;;cav.municipio9@gmail.com;;;;;;;;;;;;;;;UTE1200035;;;;;1;1;;CAV1200035;12;12;1;2
431;CAV1200036;Centro Associazione Nazionale Volontarie del Telefono Rosa Onlus;12;058;091;;Viale Mazzini;73;Roma;;00195;0637518261 0637518262;;telefonorosa1988@gmail.com;;;;;;;;;;;;;;;UTE1200036;;;;;1;1;;CAV1200036;12;12;1;2
433;CAV1500074;INSIEME SENZA VIOLENZA - ISV;15;063;002;;IN VIA DON LUIGI STURZO;12;Afragola;;80021;33361571069;;giadasoc@gmail.com;;;;;;;;;;;;;;;UTE1500074;;;;;1;1;;CAV1500074;15;15;1;2
434;CAV1500075;ASSOCIAZIONE DONNE INSIEME APS;15;063;005;;VIA NAPOLI;187;Arzano;;80022;08119259516;;donneinsiemecontrolaviolenza@gmail.com;;;;;;;;;;;;;;;UTE1500075;;;;;1;1;;CAV1500075;15;15;1;2
435;CAV1500076;CENTRO ANTIVIOLENZA ALICE E LO STREGATTO;15;064;008;;CORSO EUROPA;27;Avellino;;83100;0825784082;;cav.aliceelostregatto@cooperativalagoccia.it;;;;;;;;;;;;;;La mail cav.aliceelostregatto@cooperativalagoccia.it    sostituisce info@pec.cooperativalagoccia.it come da mail del 25.07.2024;UTE1500076;;;;;1;1;;CAV1500076;15;15;1;2
436;CAV1500077;CENTRO ANTIVIOLENZA PRO.CE.DO.;15;062;008;;VIA CALANDRA;7;Benevento;;82100;0824/361706;;coop.nuovincontri@alice.it;;;;;;;;;;;;;;;UTE1500077;;;;;1;1;;CAV1500077;15;15;1;2
437;CAV1500078;CAV N21;15;063;017;;VIA SAN MARCO;62;Casalnuovo di Napoli;;80013;0815214122;;assistenza@comune.casalnuovo.na.it;;;;;;;;;;;;;;;UTE1500078;;;;;1;1;;CAV1500078;15;15;1;2
440;CAV1500081;CENTRO L'ASCOLTO FIUMADEA;15;063;023;;VIA  ARPINO;39;Casoria;;80026;0817595853;;fiumadea@gmail.com;;;;;;;;;;;;;;;UTE1500081;;;;;1;1;;CAV1500081;15;15;1;2
443;CAV1500084;ANNABELLA COZZOLINO - CENTRO ANTIVIOLENZA;15;063;064;;VIA MARCONI;39;Ercolano;;80056;0817881489  8001927;;cavercolano@proodos.it;;;;;;;;;;;;;;;UTE1500084;;;;;1;1;;CAV1500084;15;15;1;2
444;CAV1500085;NON DA SOLA;15;063;037;;VIA MORGIONI;99;Ischia;;80077;3792022989;;orsinoirene@comuneischia.it;;;;;;;;;;;;;;;UTE1500085;;;;;1;1;;CAV1500085;15;15;1;2
445;CAV1500086;CENTRO ANTIVIOLENZA DONNE IN ASCOLTO;15;061;046;;VIA FRATELLI CERVI;3;Lusciano;;81030;3332466962;;kalindaonlus@gmail.com;;;;;;;;;;;;;;;UTE1500086;;;;;1;1;;CAV1500086;15;15;1;2
448;CAV1500089;APS MADDALENA;15;063;049;;VIA DIOCLEZIANO C/O MUNICIPALIT� 10;330;Napoli;;80124;0817958010;;cavfuorigrotta@gmail.com ;;;;;;;;;;;;;antiviolenza.donna@comune.napoli.it;La mail cavfuorigrotta@gmail.com sostituisce quella generica antiviolenza.donna@comune.napoli.it come da telefonata 25.07.2024. FG;UTE1500089;;;;;1;1;;CAV1500089;15;15;1;2
449;CAV1500090;ASSOCIAZIONE ARCI D ONNA NAPOLI ONLUS APS;15;063;049;;VIA CONCEZIONE A MONTECALVARIO C/O EX PALAZZETTO URBAN;26;Napoli;;80134;0817953191 0817953190;;cavmontecalvario@gmail.com;;;;;;;;;;;;;;;UTE1500090;;;;;1;1;;CAV1500090;15;15;1;2
450;CAV1500091;COOPERATIVA SOCIALE DEDALUS;15;063;049;;VIA SANT'AGOSTINO DEGLI SCALZI C/O MUNICIPALIT� 3;61;Napoli;;80136;0817952615;;antiviolenza.donna@comune.napoli.it;;;;;;;;;;;;;;;UTE1500091;;;;;1;1;;CAV1500091;15;15;1;2
451;CAV1500092;LE KASSANDRE APS;15;063;049;;VIA HEMINGWAY MUNICIPALIT� 4;120;Napoli;;80147;3880973350;;antiviolenza.donna@comune.napoli.it;;;;;;;;;;;;;;;UTE1500092;;;;;1;1;;CAV1500092;15;15;1;2
452;CAV1500093;SALUTE DONNA APS;15;063;049;;VIA MORGHEN MUNICIPALITA' 5;5;Napoli;;80129;0817952254;;antiviolenza.donna@comune.napoli.it;;;;;;;;;;;;;;;UTE1500093;;;;;1;1;;CAV1500093;15;15;1;2
453;CAV1500094;FUTURA;15;063;050;;PIAZZA DUOMO;1;Nola;;80035;800102590;;cavfuturan23@pec.it;;;;;;;;;;;;;;;UTE1500094;;;;;1;1;;CAV1500094;15;15;1;2
454;CAV1500095;CENTRO ANTIVIOLENZA DI AMBITO NO VIOLENCE;15;065;089;;VIA VALLE;snc;Palomonte;;84020;0828994111;;centroantiviolenza@agoras10.it;;;;;;;;;;;;;;;UTE1500095;;;;;1;1;;CAV1500095;15;15;1;2
455;CAV1500096;CENTRO ANTIVIOLENZA TERESA BUONOCORE;15;063;059;;VIA DELLA SALUTE;45;Portici;;80055;3382501612;;xenia.onlus@gmail.com;;;;;;;;;;;;;;;UTE1500096;;;;;1;1;;CAV1500096;15;15;1;2
456;CAV1500097;CENTRO ANTIVIOLENZA SPAZIO DONNA;15;063;060;;VIA MARTINI;;Pozzuoli;;80078;3319840148;;antiviolenzapozzuoli@gmail.com;;;;;;;;;;;;;;;UTE1500097;;;;;1;1;;CAV1500097;15;15;1;2
457;CAV1500098;CENTRO ANTIVIOLENZA - CENTRO ASCOLTO DONNA;15;065;116;;G. RUGGI;42;Salerno;;84135;066620312;;segreteria@cifnazionale.it;;;;;;;;;;;;;;;UTE1500098;;;;;1;1;;CAV1500098;15;15;1;2
458;CAV1500099;CENTRO ANTIVIOLENZA;15;063;067;;VIA FRANCESCO CAPPIELLO;119;San Giorgio a Cremano;;80046;08118203102;;antiviolenzasulledonne@gmail.com;;;;;;;;;;;;;;;UTE1500099;;;;;1;1;;CAV1500099;15;15;1;2
459;CAV1500100;CENTRO ANTIVIOLENZA DEL COMUNE DI SAN VALENTINO TORIO;15;065;132;;VIA GIACOMO MATTEOTTI;13;San Valentino Torio;;84010;800894593 3929312279;;vitedigiada@proodos.it;;;;;;;;;;;;;;;UTE1500100;;;;;1;1;;CAV1500100;15;15;1;2
460;CAV1500101;FORTEMENTE;15;061;083;;VIA ALBANA EX MULINO BUFFOLANO;85;Santa Maria Capua Vetere;;81055;800629857;;centroantiviolenza@ambitoterritorialec8.it;;;;;;;;;;;;;;;UTE1500101;;;;;1;1;;CAV1500101;15;15;1;2
461;CAV1500102;LA VOCE DELLE DONNE;15;062;070;;VIA PONTE VECCHIO;1;Sant'Agata de' Goti;;82019;3388717117;;icarecooperativaonlus@pec.it;;;;;;;;;;;;;;;UTE1500102;;;;;1;1;;CAV1500102;15;15;1;2
462;CAV1500103;CENTRO ANTIVIOLENZA;15;065;137;;VIA ARMANDO DIAZ;88;Scafati;;84018;08119175396;;pianodizona@comune.scafati.sa.it;;;;;;;;;;;;;;;UTE1500103;;;;;1;1;;CAV1500103;15;15;1;2
464;CAV1500105;CENTRO ANTIVIOLENZA EIRENE;15;063;083;;VIA PARINI;68;Torre Annunziata;;80058;800 894 593;;segreteria@consorzioproodos.it;;;;;;;;;;;;;;;UTE1500105;;;;;1;1;;CAV1500105;15;15;1;2
466;CAV1500107;DONNE AL CENTRO;15;065;152;;VIA MANZONI;;Trentinara;;84070;08281994070;;pianosocialedizonas07@gmail.com;;;;;;;;;;;;;;;UTE1500107;;;;;1;1;;CAV1500107;15;15;1;2
467;CAV1500108;LAURENZA;15;061;095;;VIA ROMA;45;Vairano Patenora;;81058;3895321864;;iltroncodiiesse.aps@gmail.com;;;;;;;;;;;;;;;UTE1500108;;;;;1;1;;CAV1500108;15;15;1;2
468;CAV1500109;CAV DILLO A NOI;15;062;012;;CALVI;;Calvi;BN;82018;3924981969;;centrob2donna@gmail.com;;;;;;;;;;;;;;;UTE1500109;;;;;1;1;;CAV1500109;15;15;1;2
469;CAV1600029;Oltre;16;072;033;;;;;;;3929389989;;info@centroantiviolenzaoltre.it;;;;;;;;;;;;;;;UTE1600029;;;;;1;1;;CAV1600029;16;16;1;2
470;CAV1900035;ASSOCIAZIONE PENELOPE;19;083;029;;Via Brasile;14;GAGGI;MESSINA;98030;0942681667 3493795982;;generosa@associazionepenelope.it;;;;;;;;;;;;;;;UTE1900035;;;;;1;1;;CAV1900035;19;19;1;2
471;CAV1900036;ASSOCIAZIONE AL TUO FIANCO;19;083;027;;Via Spinelli snc;;FURCI SICULO;MESSINA;98023;3206329120;;altuofianco.onlus@virgilio.it;;;;;;;;;;;;;;;UTE1900036;;;;;1;1;;CAV1900036;19;19;1;2
472;CAV1900037;Ass. A.N.G.E.L.I. Carlentini;19;089;010;;VIA CALAMANDREI;4;CARLENTINI;SIRACUSA;96013;0957835316;;presidenzaangeli@libero.it;;;;;;;;;;;;;;;UTE1900037;;;;;1;1;;CAV1900037;19;19;1;2
473;CAV1900038;Associazione di promozione sociale EVALUNA Onlus;19;083;048;;Via Giovanni Pascoli;21;MESSINA;MESSINA;98100;0902408425 3476993034;;evalunaonlus@gmail.com;;;;;;;;;;;;;;;UTE1900039;;;;;1;1;;CAV1900038;19;19;1;2
474;CAV0300059;Felicita Morandi;03;012;133;;P.zza Biroldi  ang. Via Filippo del Ponte;;;;;0332299501;;fondazionefelicitamorandi@gmail.com;;;;;;;;;;;;;;;UTE0300059;;;;;1;1;;CAV0300059;03;03;1;2
475;CAV0300060;CAV di Bresso;03;015;032;;;;;;;3356515413;;mittatron@virgilio.it;;;;;;;;;;;;;;;UTE0300060;;;;;1;1;;CAV0300060;03;03;1;2
476;CAV0700012;Martina Rossi;07;010;047;;Via XXV Aprile;13/4;Recco;;16036;3346030961;;cavmartina.rossi@pernonsubireviolenza.it;;;;;;;;;;;;;pernonsubireviolenza@gmail.com;;UTE0700012;;;;;1;1;;CAV0700012;07;07;1;2
477;CAV1200037;CAV Sapienza;12;058;091;;Viale dello Scalo di San Lorenzo;61/b;Roma-Facolt� di Medicina e psicologia;;00185;3665479783;;cavsapienza@uniroma1.it;;;;;;;;;;;;;;;UTE1200037;;;;;1;1;;CAV1200037;12;12;1;2
478;CAV1200038;CAV Universit� della Tuscia;12;056;059;;via Santa Maria in Gradi;4;Viterbo;;01100;0761357803 34441525803;;cav@unitus.it;;;;;;;;;;;;;;;UTE1200038;;;;;1;1;;CAV1200038;12;12;1;2
479;CAV1200039;CAV Sara Pietrantonio Universit� Roma Tre;12;058;091;;via Ostiense;147;Roma;;00154;0657331522;;cavsaradp.roma3@gmail.com;;;;;;;;;;;;;;;UTE1200039;;;;;1;1;;CAV1200039;12;12;1;2
480;CAV1200040;CAV Elena Gianini Belotti Universit� Tor Vergata;12;058;091;;Via Columbia;1;Macro Area Lettere e Filosofia Edificio A 1� pian;;00133;3478547714;;centroantiviolenza@uniroma2.it;;;;;;;;;;;;;;;UTE1200040;;;;;1;1;;CAV1200040;12;12;1;2
481;CAV1200041;CAV Universit� di Cassino;12;060;019;;via Sant�Angelo;;Cassino (FR);;03043;3458337033;;;;;;;;;;;;;;;;;UTE1200041;;;;;1;1;;CAV1200041;12;12;1;2
482;CAV1200042;Centro Antiviolenza Palmina Martinelli;12;058;091;;Via dei Gozzadini;38;Roma  [ Municipio XIII ] Roma Capitale;;00165;340 5931402;;cavpalminamartinelli@differenzadonna.it;;;;;;;;;;;;;;;UTE1200042;;;;;1;1;;CAV1200042;12;12;1;2
483;CAV1200043;Centro Antiviolenza Angelina Merlin;12;058;091;;Via Roberto Lepetit  edificio III Scala B;176;Roma ( Municipio V ) Roma Capitale;;00155;366 6521451;;cav5.merlin@gmail.com;;;;;;;;;;;;;;;UTE1200043;;;;;1;1;;CAV1200043;12;12;1;2
484;CAV1200045;Centro Antiviolenza Rinascita;12;060;019;;Via Giacomo Puccini;41;Cassino (FR);;03043;3486559602;;kalimess.odv@gmail.com;;;;;;;;;;;;;;;UTE1200045;;;;;1;1;;CAV1200045;12;12;1;2
485;CAV1200046;Centro Antiviolenza Demetra;12;056;057;;Piazza Guglielmo Marconi;34;Vetralla [VT];;01019;3290093541;;cav.vt4@gmail.com;;;;;;;;;;;;;;;UTE1200046;;;;;1;1;;CAV1200046;12;12;1;2
486;CAV1500111;DREAM TEAM-DONNE IN RETE DONNE IN RETE PER LA RIVITALIZZAZIONE URBANA;15;063;049;;VIA GALILEO GALILEI;5;Napoli;NA;80145;3275423293;;ass.dreamteam@gmail.com;;;;;;;;;;;;;;;UTE1500111;;;;;1;1;;CAV1500111;15;15;1;2
487;CAV1500112;ARCI MEDITERRANEO IMPRESA SOCIALE S.R.L.- CENTRO ANTIVIOLENZA;15;063;023;;NAZIONALE DELLE PUGLIE;101;Casoria;NA;80026;08118708417;;info@arcimediterraneo.it;;;;;;;;;;;;;;;UTE1500112;;;;;1;1;;CAV1500112;15;15;1;2
488;CAV1500113;CENTRO ANTIVIOLENZA ESTIA;15;063;057;;VIA VITTORIO EMANUELE;307;Pomigliano d'Arco;NA;80038;800894593 800192740;;cavestia@ambiton25.it;;;;;;;;;;;;;;;UTE1500113;;;;;1;1;;CAV1500113;15;15;1;2
489;CAV1500118;CENTRO ANTIVIOLENZA LEUCOSIA;15;065;116;;PATELLA;10;Salerno;SA;84100;066780537;;d.donna@differenzadonna.it;;;;;;;;;;;;;;;UTE1500118;;;;;1;1;;CAV1500118;15;15;1;2
491;CAV1600030;Titina Cioffi;16;071;020;;;;;;;3284044545;;cavtitinacioffi@gmail.com;;;;;;;;;;;;;;;UTE1600030;;;;;1;1;;CAV1600030;16;16;1;2
492;CAV0300061;CAV Monza;03;108;033;;Via Tazzoli;6;Monza;;20900;3289399522;;centroantiviolenza.monza@gmail.com;;;;;;;;;;;;;;;UTE0300061;;;;;1;1;;CAV0300061;03;03;1;2
493;CAV1200044;Centro Antiviolenza Le Farfalle;12;058;029;;Via dei Bastioni;46;Cerveteri;;00052;3669755274;;cav.cerveteri@gmail.com;;;;;;;;;;;;;;;UTE1200044;;;;;1;1;;CAV1200044;12;12;1;2
494;CAV1500110;LA VOCE DELLE DONNE;15;062;043;;VIA TITO MINNITI;21;Montesarchio;BN;82016;3388717117;;lavocedelledonnecav@gmail.com;;;;;;;;;;;;;villafioritacadm@libero.it;;UTE1500110;;;;;1;1;;CAV1500110;15;15;1;2
496;CAV1500115;CENTRO ANTIVIOLENZA ARTEMISIA;15;065;078;;VIA LIBROIA;1;Nocera Inferiore;SA;84014;3392203588;;xenia.onlus@gmail.com;;;;;;;;;;;;;centro.artemisia@libero.it;;UTE1500115;;;;;1;1;;CAV1500115;15;15;1;2
497;CAV1500116;CENTRO ANTIVIOLENZA GINEVRA;15;065;140;;SALVO D'ACQUISTO;;Serre;SA;84028;3895191746;;sgalacrisalide@libero.it;;;;;;;;;;;;;;;UTE1500116;;;;;1;1;;CAV1500116;15;15;1;2
498;CAV1500117;CENTRO ANTIVIOLENZA ANNA BORSA;15;065;099;;VIA TORINO;46;Pontecagnano Faiano;SA;84098;3443400016;;cavambitos4@differenzadonna.it;;;;;;;;;;;;;;;UTE1500117;;;;;1;1;;CAV1500117;15;15;1;2
499;CAV1500119;CENTRO ANTIVIOLENZA ''FEBE'';15;065;116;;VIA QUINTINO DI VONA;2;Salerno;SA;84133;;;sgalacrisalide@libero.it;;;;;;;;;;;;;;;UTE1500119;;;;;1;1;;CAV1500119;15;15;1;2
501;CAV1900039;Associazione CEDAV Onlus;19;083;048;;Via A. G. Cesareo;24;MESSINA;MESSINA;98100;0902130166 3472630913;;cedav@virgilio.it;;;;;;;;;;;;;;;UTE1900040;;;;;1;1;;CAV1900039;19;19;1;2
502;CAV1900040;Cooperativa Sociale Luna Nuova;19;082;023;;Via U. La Malfa;65;CASTELDACCIA;PALERMO;90014;091954444;;presidenza@luna-nuova.org;;;;;;;;;;;;;;;UTE1900041;;;;;1;1;;CAV1900040;19;19;1;2
503;CAV1900041;COOPERATIVA SOCIALE TRINACRIA ELIX;19;081;021;;Via Vittorio Emanuele;86;CALATAFIMI SEGESTA;TRAPANI;91013;09166614002 3274553727;;lauradelbosco@outlook.com;;;;;;;;;;;;;mirgatrinacria@gmail.com;;UTE1900042;;;;;1;1;;CAV1900041;19;19;1;2
504;CAV2000014;Centro antiviolenza Mai pi� violate;20;091;095;;Via Vittorio Emanuele;23;;;08048;3450724180;;centroantiviolenza2012@gmail.com;;;;;;;;;;;;;;;UTE2000014;;;;;1;1;;CAV2000014;20;20;1;2
505;CAV1200047;LiberA;12;059;019;;via giacomo matteotti;;;;04011;;;centroantiviolenzapriverno@gmail.com;;;;;;;;;;;;;;;UTE1200047;;;;;1;1;;CAV1200047;12;12;1;2
506;CAV1000012;Centro Antiviolenza Telefono Donna (Tr);10;055;032;;Piazzale Bosco;3;Terni;;5100;3807808182;;c.antiviolenzatelefonodonnatr@gmail.com;;;;;;;;;;;;;;;UTE1000012;;;;;1;1;;CAV1000012;10;10;1;2
507;CAV1200048;CAV Donatella Colasanti;12;059;028;;;;;;;;;;;;;;;;;;;;;;;;UTE1200048;;;;;1;1;;CAV1200048;12;12;1;2
508;CAV1500121;Centro antiviolenza;15;065;007;;Via Cristoforo Colombo;;;;84012;08119175396;;pianodizona@comunitasensibile.it;;;;;;;;;;;;;;;UTE1500121;;;;;1;1;;CAV1500121;15;15;1;2
509;CAV1500122;Centro antiviolenza Kintsugi;15;063;048;;Via F. Crispi;10;;;80018;3738535680;;accoglienza@coodedalus.it;;;;;;;;;;;;;;;UTE1500122;;;;;1;1;;CAV1500122;15;15;1;2
510;CAV1500123;Centro antiviolenza Arcidonna;15;063;049;;Via Genova;19;;;80143;3343570152;;arcidonnanapoli01@gmail.com;;;;;;;;;;;;;;;UTE1500123;;;;;1;1;;CAV1500123;15;15;1;2
511;CAV1500124;Centro antiviolenza Rose spezzate - Stefania Formicola;15;063;074;;Via Roma;522;;;80057;3757359590;;cav.ambiton32@gmail.com;;;;;;;;;;;;;;;UTE1500124;;;;;1;1;;CAV1500124;15;15;1;2
512;CAV1500125;Rinascita donna;15;061;090;;Via Roma;12;;;81030;0813534502;;domigroupcoop@gmail.com;;;;;;;;;;;;;;;UTE1500125;;;;;1;1;;CAV1500125;15;15;1;2
513;CAV1600031;Centro antiviolenza Rinascita Donna - ATS di Manfredonia;16;071;022;;;;;;;3495193603;;info@centroantiviolenzamanfredonia.it;;;;;;;;;;;;;;;UTE1600031;;;;;1;1;;CAV1600031;16;16;1;2
514;CAV1900043;ASSOCIAZIONE ALBANUOVA;19;087;011;;Via Grazia;41/49;CALTAGIRONE;CATANIA;95041;335 719 5169;;;;;;;;;;;;;;;;;UTE1900043;;;;;1;1;;CAV1900043;19;19;1;2
515;CAV1900044;COOPERATIVA SOCIALE SERENITA�;19;082;035;;VIA P. MATTARELLA;58;FICARAZZI;PALERMO;90011;3283509192;;mariapiateresi@libero.it;;;;;;;;;;;;;;;UTE1900044;;;;;1;1;;CAV1900044;19;19;1;2
516;CAV1900045;Centro Antiviolenza PINK PROJECT;19;083;084;;VIA MEDICI;252;SANT�AGATA DI MILITELLO;MESSINA;98076;0941054182 3200570711;;pinkproject@pariopportunita.sicilia.it;;;;;;;;;;;;;;;UTE1900045;;;;;1;1;;CAV1900045;19;19;1;2
517;CAV4200002;Centro Antiviolenza-Ass. Coordinamento Donne sede di Rovereto;42;022;161;;VIA FLAIM;;;;;;;;;;;;;;;;;;;;;;UTE4200002;;;;;1;1;;CAV4200002;42;42;1;2
