regione,provincia,comune,nome_canonico,tipo_30,tipo_10,files,n_record_aggregati
Emilia-Romagna,Bologna,Castel d'Aiano,Comune di Castel d'Aiano,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Castel del Rio,Comune di Castel del Rio,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Castel di Casio,Comune di Castel di Casio,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Pisa,Castelfranco di Sotto,Comune di Castelfranco di Sotto,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Pisa,Castellina Marittima,Comune di Castellina Marittima,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,Castello d'Argile,Comune di Castello d'Argile,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,,Castelnuovo Val di Cecina,Comune di Castelnuovo Val di Cecina,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,Castenaso,Comune di Castenaso,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Castiglione dei Pepoli,Comune di Castiglione dei Pepoli,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Grosseto,Castiglione della Pescaia,Comune di Castiglione della Pescaia,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Emilia-Romagna,Rimini,Cattolica,Comune di Cattolica,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Ferrara,Cento,Comune di Cento,Comuni,Servizi comunali,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,Ravenna,Cervia,Comune di Cervia,Comuni,Servizi comunali,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Forli-Cesena,Cesena,Comune di Cesena,Comuni,Servizi comunali,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Toscana,Siena,Cetona,Comune di Cetona,Comuni,Servizi comunali,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
Toscana,Siena,Chianciano Terme,Comune di Chianciano Terme,Comuni,Servizi comunali,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
Toscana,Pisa,Chianni,Comune di Chianni,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Liguria,Genova,Chiavari,Comune di Chiavari,Comuni,Servizi comunali,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt | 07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2
Toscana,Pistoia,Chiesina Uzzanese,Comune di Chiesina Uzzanese,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Siena,Chiusi,Comune di Chiusi,Comuni,Servizi comunali,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
Toscana,Grosseto,Cinigiano,Comune di Cinigiano,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Toscana,Grosseto,Civitella Paganico,Comune di Civitella Paganico,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Emilia-Romagna,Ferrara,Codigoro,Comune di Codigoro,Comuni,Servizi comunali,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Toscana,Siena,Colle di Val d'Elsa,Comune di Colle di Val d'Elsa,Comuni,Servizi comunali,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Emilia-Romagna,Ferrara,Comacchio,Comune di Comacchio,Comuni,Servizi comunali,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ferrara,Copparo,Comune di Copparo,Comuni,Servizi comunali,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
Emilia-Romagna,Rimini,Coriano,Comune di Coriano,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Toscana,Pisa,Crespina-Lorenzana,Comune di Crespina-Lorenzana,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,Crevalcore,Comune di Crevalcore,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,,Cutigliano,Comune di Cutigliano,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Emilia-Romagna,Bologna,Dozza,Comune di Dozza,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ravenna,Faenza,Comune di Faenza,Comuni,Servizi comunali,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Toscana,Pisa,Fauglia,Comune di Fauglia,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Ferrara,Ferrara,Comune di Ferrara,Comuni,Servizi comunali,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
Toscana,Firenze,Figline e Incisa Valdarno,Comune di Figline e Incisa Valdarno,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Emilia-Romagna,Modena,Fiorano Modenese,Comune di Fiorano Modenese,Comuni,Servizi comunali,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Piacenza,Fiorenzuola d'Arda,Comune di Fiorenzuola d'Arda,Comuni,Servizi comunali,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,1
Toscana,Firenze,Firenze,Comune di Firenze,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,Firenze,Firenze,Comune di Firenze: Area Tutela Valery,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,Firenze,Firenze,Comune di Firenze: Servizi sociali,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,Grosseto,Follonica,Comune di Follonica,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Emilia-Romagna,Bologna,Fontanelice,Comune di Fontanelice,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Forli-Cesena,Forli,Comune di Forli,Comuni,Servizi comunali,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Modena,Formigine,Comune di Formigine,Comuni,Servizi comunali,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Bologna,Gaggio Montano,Comune di Gaggio Montano,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Galliera,Comune di Galliera,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Grosseto,Gavorrano,Comune di Gavorrano,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Emilia-Romagna,Rimini,Gemmano,Comune di Gemmano,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Liguria,Genova,Genova,Comune di Genova,Comuni,Servizi comunali,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt | 07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2
Emilia-Romagna,Bologna,Granarolo dell'Emilia,Comune di Granarolo dell'Emilia,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Grizzana Morandi,Comune di Grizzana Morandi,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Grosseto,Grosseto,Comune di Grosseto,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Toscana,Pisa,Guardistallo,Comune di Guardistallo,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,Imola,Comune di Imola,Comuni,Servizi comunali,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,3
Toscana,Grosseto,Isola del Giglio,Comune di Isola del Giglio,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Emilia-Romagna,Ferrara,Jolanda di Savoia,Comune di Jolanda di Savoia,Comuni,Servizi comunali,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Liguria,La Spezia,La Spezia,Comune di La Spezia,Comuni,Servizi comunali,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Toscana,Pisa,Lajatico,Comune di Lajatico,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Pistoia,Lamporecchio,Comune di Lamporecchio,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Pistoia,Larciano,Comune di Larciano,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Firenze,Lastra a Signa,Comune di Lastra a Signa,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,Livorno,Livorno,Comune di Livorno,Comuni,Servizi comunali,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
Emilia-Romagna,Bologna,Lizzano in Belvedere,Comune di Lizzano in Belvedere,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Loiano,Comune di Loiano,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Grosseto,Magliano in Toscana,Comune di Magliano in Toscana,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Emilia-Romagna,Bologna,Malalbergo,Comune di Malalbergo,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Grosseto,Manciano,Comune di Manciano,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Emilia-Romagna,Modena,Maranello,Comune di Maranello,Comuni,Servizi comunali,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Toscana,Pistoia,Marliana,Comune di Marliana,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Emilia-Romagna,Bologna,Marzabotto,Comune di Marzabotto,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ferrara,Masi Torello,Comune di Masi Torello,Comuni,Servizi comunali,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Toscana,Massa-Carrara,Massa,Comune di Massa,Comuni,Servizi comunali,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,Grosseto,Massa Marittima,Comune di Massa Marittima,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Toscana,Pistoia,Massa e Cozzile,Comune di Massa e Cozzile,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Emilia-Romagna,Bologna,Medicina,Comune di Medicina,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Minerbio,Comune di Minerbio,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Modena,Mirandola,Comune di Mirandola,Comuni,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Rimini,Misano Adriatico,Comune di Misano Adriatico,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Modena,Modena,Comune di Modena,Comuni,Servizi comunali,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Bologna,Molinella,Comune di Molinella,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Mondaino,Comune di Mondaino,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,Monghidoro,Comune di Monghidoro,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Pistoia,Monsummano Terme,Comune di Monsummano Terme,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Pistoia,Montale,Comune di Montale,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Grosseto,Monte Argentario,Comune di Monte Argentario,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Emilia-Romagna,Bologna,Monte San Pietro,Comune di Monte San Pietro,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Pistoia,Montecatini Terme,Comune di Montecatini Terme,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Pisa,Montecatini Val Di Cecina,Comune di Montecatini Val Di Cecina,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Rimini,Montefiore Conca,Comune di Montefiore Conca,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Rimini,Montegridolfo,Comune di Montegridolfo,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Toscana,Prato,Montemurlo,Comune di Montemurlo,Comuni,Servizi comunali,09_PRATO PREF.txt,1
Toscana,Siena,Montepulciano,Comune di Montepulciano,Comuni,Servizi comunali,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
Emilia-Romagna,Bologna,Monterenzio,Comune di Monterenzio,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Grosseto,Monterotondo Marittimo,Comune di Monterotondo Marittimo,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Toscana,Pisa,Montescudaio,Comune di Montescudaio,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Rimini,Montescudo-Montecolombo,Comune di Montescudo-Montecolombo,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Modena,Montese,Comune di Montese,Comuni,Servizi comunali,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Toscana,Pisa,Monteverdi Marittimo,Comune di Monteverdi Marittimo,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Grosseto,Montieri,Comune di Montieri,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Toscana,Massa-Carrara,Montignoso,Comune di Montignoso,Comuni,Servizi comunali,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,,Montopoli Valdarno,Comune di Montopoli Valdarno,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,Monzuno,Comune di Monzuno,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Morciano di Romagna,Comune di Morciano di Romagna,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,Mordano,Comune di Mordano,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Novafeltria,Comune di Novafeltria,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Toscana,Grosseto,Orbetello,Comune di Orbetello,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Toscana,Pisa,Orciano Pisano,Comune di Orciano Pisano,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,Ozzano dell'Emilia,Comune di Ozzano dell'Emilia,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Pisa,Palaia,Comune di Palaia,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Pisa,Peccioli,Comune di Peccioli,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Pistoia,Pescia,Comune di Pescia,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Emilia-Romagna,Piacenza,Piacenza,Comune di Piacenza,Comuni,Servizi comunali,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt | 08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt | 08_2406_rta_08_241015092005_4166---DG216-2024.txt,3
Emilia-Romagna,Bologna,Pianoro,Comune di Pianoro,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Pistoia,Pieve a Nievole,Comune di Pieve a Nievole,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Emilia-Romagna,Bologna,Pieve di Cento,Comune di Pieve di Cento,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Pisa,Pisa,Comune di Pisa,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Pistoia,Pistoia,Comune di Pistoia,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,,Piteglio,Comune di Piteglio,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Grosseto,Pitigliano,Comune di Pitigliano,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Toscana,Siena,Poggibonsi,Comune di Poggibonsi,Comuni,Servizi comunali,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Toscana,Prato,Poggio a Caiano,Comune di Poggio a Caiano,Comuni,Servizi comunali,09_PRATO PREF.txt,1
Toscana,Pisa,Pomarance,Comune di Pomarance,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Pisa,Ponsacco,Comune di Ponsacco,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Firenze,Pontassieve,Comune di Pontassieve,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,Pistoia,Ponte Buggianese,Comune di Ponte Buggianese,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Pisa,Pontedera,Comune di Pontedera,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Prato,Prato,Comune di Prato,Comuni,Servizi comunali,09_PRATO PREF.txt,1
Toscana,Pistoia,Quarrata,Comune di Quarrata,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Siena,Radicondoli,Comune di Radicondoli,Comuni,Servizi comunali,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Emilia-Romagna,Ravenna,Ravenna,Comune di Ravenna,Comuni,Servizi comunali,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,,Reggio Emilia,Comune di Reggio Emilia,Comuni,Servizi comunali,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Rimini,Riccione,Comune di Riccione,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Rimini,Rimini,Comune di Rimini,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Ravenna,Riolo Terme,Comune di Riolo Terme,Comuni,Servizi comunali,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Toscana,Pisa,Riparbella,Comune di Riparbella,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Ferrara,Riva del Po,Comune di Riva del Po,Comuni,Servizi comunali,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Ravenna,Russi,Comune di Russi,Comuni,Servizi comunali,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Bologna,Sala Bolognese,Comune di Sala Bolognese,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,Saludecio,Comune di Saludecio,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Toscana,Pistoia,Sambuca Pistoiese,Comune di Sambuca Pistoiese,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Emilia-Romagna,Bologna,San Benedetto Val di Sambro,Comune di San Benedetto Val di Sambro,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,,San Casciano Val di Pesa,Comune di San Casciano Val di Pesa,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,Siena,San Casciano dei Bagni,Comune di San Casciano dei Bagni,Comuni,Servizi comunali,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
Emilia-Romagna,Modena,San Cesario sul Panaro,Comune di San Cesario sul Panaro,Comuni,Servizi comunali,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Rimini,San Clemente,Comune di San Clemente,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Toscana,Siena,San Gimignano,Comune di San Gimignano,Comuni,Servizi comunali,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Emilia-Romagna,Bologna,San Giorgio di Piano,Comune di San Giorgio di Piano,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Emilia-Romagna,Rimini,San Giovanni in Marignano,Comune di San Giovanni in Marignano,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,San Giovanni in Persiceto,Comune di San Giovanni in Persiceto,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Pisa,San Giuliano Terme,Comune di San Giuliano Terme,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,San Lazzaro di Savena,Comune di San Lazzaro di Savena,Comuni,Servizi comunali,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,3
Toscana,,San Marcello Pistoiese,Comune di San Marcello Pistoiese,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Pisa,San Miniato,Comune di San Miniato,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,San Pietro in Casale,Comune di San Pietro in Casale,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Liguria,Imperia,Sanremo,Comune di Sanremo,Comuni,Servizi comunali,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,Bologna,Sant'Agata Bolognese,Comune di Sant'Agata Bolognese,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Pisa,Santa Croce sull'Arno,Comune di Santa Croce sull'Arno,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Pisa,Santa Luce,Comune di Santa Luce,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Pisa,Santa Maria a Monte,Comune di Santa Maria a Monte,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Rimini,Santarcangelo di Romagna,Comune di Santarcangelo di Romagna,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Toscana,Siena,Sarteano,Comune di Sarteano,Comuni,Servizi comunali,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
Emilia-Romagna,Bologna,Sasso Marconi,Comune di Sasso Marconi,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,2
