record_id,file,nome_originale,nome_canonico,nome_norm_stat,tipo_originale,tipo_standard,macro_categoria,comune_finale,provincia_finale,regione_finale,fonte_territorializzazione,stato_osservazione,ruoli_documentali,ruolo_attore,ruolo_firmatario,ruolo_proponente,ente_capofila,note,cf
007_0007,09_LUCCA PROV.txt,Conferenza dei Sindaci ASL 2 zona Valle del Serchio,Conferenza dei Sindaci ASL 2 zona Valle del Serchio,CONFERENZA DEI SINDACI ASL 2 ZONA VALLE DEL SERCHIO,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,,
007_0008,09_LUCCA PROV.txt,Conferenza del Sindaci ASL 12 zona Versilia,Conferenza del Sindaci ASL 12 zona Versilia,CONFERENZA DEL SINDACI ASL 12 ZONA VERSILIA,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,,
007_0009,09_LUCCA PROV.txt,Comuni,Comuni,COMUNI,Comuni,Comuni,Enti territoriali / servizi comunali,,,Toscana,nome,generico,firmatario|attore,1,1,0,,Tutti i Comuni della provincia coinvolti,
007_0010,09_LUCCA PROV.txt,ASL 2 Lucca,ASL 2 Lucca,ASL 2 LUCCA,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,Lucca,Lucca,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
007_0011,09_LUCCA PROV.txt,ASL 12 Versilia,ASL 12 Versilia,ASL 12 VERSILIA,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,,
007_0012,09_LUCCA PROV.txt,Consigliera di Parita di Lucca,Consigliera di Parità di Lucca,CONSIGLIERA DI PARITA DI LUCCA,Organismi di parità,Organismi di parità,Altri attori istituzionali / professionali,Lucca,Lucca,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
007_0013,09_LUCCA PROV.txt,Associazioni del Terzo Settore,Associazioni del Terzo Settore,ASSOCIAZIONI DEL TERZO SETTORE,Ente terzo settore - ETS (iscritto al RUNTS),Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Associazioni presenti sul territorio provinciale,
007_0014,09_LUCCA PROV.txt,Centri Antiviolenza,Centri Antiviolenza,CENTRI ANTIVIOLENZA,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,,,Toscana,nome,generico,firmatario|attore,1,1,0,,,
007_0015,09_LUCCA PROV.txt,Ufficio Scolastico Provinciale di Lucca,Ufficio Scolastico Provinciale di Lucca,UFFICIO SCOLASTICO PROVINCIALE DI LUCCA,Scuole/Ufficio scolastico provinciale e regionale,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali,Lucca,Lucca,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0001,09_PISA PREF E PROV.txt,Prefettura di Pisa,Prefettura di Pisa,PREFETTURA DI PISA,Prefettura,Prefettura,Giustizia e forze dell'ordine,Pisa,Pisa,Toscana,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,
008_0002,09_PISA PREF E PROV.txt,Provincia di Pisa,Provincia di Pisa,PROVINCIA DI PISA,Province/Città metropolitane,Province/Città metropolitane,Province/Città metropolitane,Pisa,Pisa,Toscana,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,
008_0003,09_PISA PREF E PROV.txt,Comune di Pisa,Comune di Pisa,COMUNE DI PISA,Comuni,Comuni,Enti territoriali / servizi comunali,Pisa,Pisa,Toscana,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,
008_0004,09_PISA PREF E PROV.txt,Comune di Bientina,Comune di Bientina,COMUNE DI BIENTINA,Comuni,Comuni,Enti territoriali / servizi comunali,Bientina,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0005,09_PISA PREF E PROV.txt,Comune di Buti,Comune di Buti,COMUNE DI BUTI,Comuni,Comuni,Enti territoriali / servizi comunali,Buti,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0006,09_PISA PREF E PROV.txt,Comune di Calci,Comune di Calci,COMUNE DI CALCI,Comuni,Comuni,Enti territoriali / servizi comunali,Calci,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0007,09_PISA PREF E PROV.txt,Comune di Calcinaia,Comune di Calcinaia,COMUNE DI CALCINAIA,Comuni,Comuni,Enti territoriali / servizi comunali,Calcinaia,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0008,09_PISA PREF E PROV.txt,Comune di Capannoli,Comune di Capannoli,COMUNE DI CAPANNOLI,Comuni,Comuni,Enti territoriali / servizi comunali,Capannoli,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0009,09_PISA PREF E PROV.txt,Comune di Casale Marittimo,Comune di Casale Marittimo,COMUNE DI CASALE MARITTIMO,Comuni,Comuni,Enti territoriali / servizi comunali,Casale Marittimo,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0010,09_PISA PREF E PROV.txt,Comune di Casciana Terme-Lari,Comune di Casciana Terme-Lari,COMUNE DI CASCIANA TERME-LARI,Comuni,Comuni,Enti territoriali / servizi comunali,Casciana Terme-Lari,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0011,09_PISA PREF E PROV.txt,Comune di Cascina,Comune di Cascina,COMUNE DI CASCINA,Comuni,Comuni,Enti territoriali / servizi comunali,Cascina,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0012,09_PISA PREF E PROV.txt,Comune di Castellina Marittima,Comune di Castellina Marittima,COMUNE DI CASTELLINA MARITTIMA,Comuni,Comuni,Enti territoriali / servizi comunali,Castellina Marittima,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0013,09_PISA PREF E PROV.txt,Comune di Castelfranco di Sotto,Comune di Castelfranco di Sotto,COMUNE DI CASTELFRANCO DI SOTTO,Comuni,Comuni,Enti territoriali / servizi comunali,Castelfranco di Sotto,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0014,09_PISA PREF E PROV.txt,Comune di Castelnuovo Val di Cecina,Comune di Castelnuovo Val di Cecina,COMUNE DI CASTELNUOVO VAL DI CECINA,Comuni,Comuni,Enti territoriali / servizi comunali,Castelnuovo Val di Cecina,,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0015,09_PISA PREF E PROV.txt,Comune di Chianni,Comune di Chianni,COMUNE DI CHIANNI,Comuni,Comuni,Enti territoriali / servizi comunali,Chianni,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0016,09_PISA PREF E PROV.txt,Comune di Crespina-Lorenzana,Comune di Crespina-Lorenzana,COMUNE DI CRESPINA-LORENZANA,Comuni,Comuni,Enti territoriali / servizi comunali,Crespina-Lorenzana,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0017,09_PISA PREF E PROV.txt,Comune di Fauglia,Comune di Fauglia,COMUNE DI FAUGLIA,Comuni,Comuni,Enti territoriali / servizi comunali,Fauglia,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0018,09_PISA PREF E PROV.txt,Comune di Guardistallo,Comune di Guardistallo,COMUNE DI GUARDISTALLO,Comuni,Comuni,Enti territoriali / servizi comunali,Guardistallo,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0019,09_PISA PREF E PROV.txt,Comune di Lajatico,Comune di Lajatico,COMUNE DI LAJATICO,Comuni,Comuni,Enti territoriali / servizi comunali,Lajatico,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0020,09_PISA PREF E PROV.txt,Comune di Montecatini Val Di Cecina,Comune di Montecatini Val Di Cecina,COMUNE DI MONTECATINI VAL DI CECINA,Comuni,Comuni,Enti territoriali / servizi comunali,Montecatini Val Di Cecina,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0021,09_PISA PREF E PROV.txt,Comune di Montescudaio,Comune di Montescudaio,COMUNE DI MONTESCUDAIO,Comuni,Comuni,Enti territoriali / servizi comunali,Montescudaio,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0022,09_PISA PREF E PROV.txt,Comune di Monteverdi Marittimo,Comune di Monteverdi Marittimo,COMUNE DI MONTEVERDI MARITTIMO,Comuni,Comuni,Enti territoriali / servizi comunali,Monteverdi Marittimo,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0023,09_PISA PREF E PROV.txt,Comune di Montopoli Valdarno,Comune di Montopoli Valdarno,COMUNE DI MONTOPOLI VALDARNO,Comuni,Comuni,Enti territoriali / servizi comunali,Montopoli Valdarno,,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0024,09_PISA PREF E PROV.txt,Comune di Orciano Pisano,Comune di Orciano Pisano,COMUNE DI ORCIANO PISANO,Comuni,Comuni,Enti territoriali / servizi comunali,Orciano Pisano,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0025,09_PISA PREF E PROV.txt,Comune di Palaia,Comune di Palaia,COMUNE DI PALAIA,Comuni,Comuni,Enti territoriali / servizi comunali,Palaia,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0026,09_PISA PREF E PROV.txt,Comune di Peccioli,Comune di Peccioli,COMUNE DI PECCIOLI,Comuni,Comuni,Enti territoriali / servizi comunali,Peccioli,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0027,09_PISA PREF E PROV.txt,Comune di Pomarance,Comune di Pomarance,COMUNE DI POMARANCE,Comuni,Comuni,Enti territoriali / servizi comunali,Pomarance,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0028,09_PISA PREF E PROV.txt,Comune di Ponsacco,Comune di Ponsacco,COMUNE DI PONSACCO,Comuni,Comuni,Enti territoriali / servizi comunali,Ponsacco,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0029,09_PISA PREF E PROV.txt,Comune di Pontedera,Comune di Pontedera,COMUNE DI PONTEDERA,Comuni,Comuni,Enti territoriali / servizi comunali,Pontedera,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0030,09_PISA PREF E PROV.txt,Comune di Riparbella,Comune di Riparbella,COMUNE DI RIPARBELLA,Comuni,Comuni,Enti territoriali / servizi comunali,Riparbella,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0031,09_PISA PREF E PROV.txt,Comune di Santa Croce sull'Arno,Comune di Santa Croce sull'Arno,COMUNE DI SANTA CROCE SULL'ARNO,Comuni,Comuni,Enti territoriali / servizi comunali,Santa Croce sull'Arno,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0032,09_PISA PREF E PROV.txt,Comune di Santa Luce,Comune di Santa Luce,COMUNE DI SANTA LUCE,Comuni,Comuni,Enti territoriali / servizi comunali,Santa Luce,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0033,09_PISA PREF E PROV.txt,Comune di Santa Maria a Monte,Comune di Santa Maria a Monte,COMUNE DI SANTA MARIA A MONTE,Comuni,Comuni,Enti territoriali / servizi comunali,Santa Maria a Monte,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0034,09_PISA PREF E PROV.txt,Comune di San Giuliano Terme,Comune di San Giuliano Terme,COMUNE DI SAN GIULIANO TERME,Comuni,Comuni,Enti territoriali / servizi comunali,San Giuliano Terme,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0035,09_PISA PREF E PROV.txt,Comune di San Miniato,Comune di San Miniato,COMUNE DI SAN MINIATO,Comuni,Comuni,Enti territoriali / servizi comunali,San Miniato,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0036,09_PISA PREF E PROV.txt,Comune di Terricciola,Comune di Terricciola,COMUNE DI TERRICCIOLA,Comuni,Comuni,Enti territoriali / servizi comunali,Terricciola,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0037,09_PISA PREF E PROV.txt,Comune di Vecchiano,Comune di Vecchiano,COMUNE DI VECCHIANO,Comuni,Comuni,Enti territoriali / servizi comunali,Vecchiano,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0038,09_PISA PREF E PROV.txt,Comune di Vicopisano,Comune di Vicopisano,COMUNE DI VICOPISANO,Comuni,Comuni,Enti territoriali / servizi comunali,Vicopisano,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0039,09_PISA PREF E PROV.txt,Comune di Volterra,Comune di Volterra,COMUNE DI VOLTERRA,Comuni,Comuni,Enti territoriali / servizi comunali,Volterra,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0040,09_PISA PREF E PROV.txt,Tribunale di Pisa,Tribunale di Pisa,TRIBUNALE DI PISA,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,Pisa,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0041,09_PISA PREF E PROV.txt,Procura della Repubblica,Procura della Repubblica,PROCURA DELLA REPUBBLICA,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Toscana,nome,generico,firmatario|attore,1,1,0,,,
008_0042,09_PISA PREF E PROV.txt,Forze dell'Ordine,Forze dell'ordine,FORZE DELL'ORDINE,Carabinieri/Polizia/altre forze dell'ordine,Carabinieri/Polizia/altre forze dell'ordine,Giustizia e forze dell'ordine,,,Toscana,nome,generico,firmatario|attore,1,1,0,,,
008_0043,09_PISA PREF E PROV.txt,Università degli Studi di Pisa,Università degli Studi di Pisa,UNIVERSITA DEGLI STUDI DI PISA,Università,Università,Altri attori istituzionali / professionali,Pisa,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0044,09_PISA PREF E PROV.txt,Ufficio Scolastico Regionale della Toscana Ambito Territoriale della provincia di Pisa,Ufficio Scolastico Regionale della Toscana Ambito Territoriale della provincia di Pisa,UFFICIO SCOLASTICO REGIONALE DELLA TOSCANA AMBITO TERRITORIALE DELLA PROVINCIA DI PISA,Scuole/Ufficio scolastico provinciale e regionale,Scuole/Ufficio scolastico provinciale e regionale,Altri attori istituzionali / professionali,Pisa,Pisa,Toscana,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,
008_0045,09_PISA PREF E PROV.txt,Azienda Ospedaliera Universitaria Pisana,Azienda Ospedaliera Universitaria Pisana,AZIENDA OSPEDALIERA UNIVERSITARIA PISANA,"Ospedale (Pronto soccorso, ecc.)",ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,Pisa,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,
008_0046,09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Nord-Ovest,Azienda Sanitaria USL Toscana Nord-Ovest,AZIENDA SANITARIA USL TOSCANA NORD-OVEST,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,,
008_0047,09_PISA PREF E PROV.txt,Azienda Sanitaria USL Toscana Centro,Azienda Sanitaria USL Toscana Centro,AZIENDA SANITARIA USL TOSCANA CENTRO,ASL (consultori familiari e altri servizi territoriali),ASL (consultori familiari e altri servizi territoriali),Sanità e servizi territoriali,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,,
008_0048,09_PISA PREF E PROV.txt,Società della Salute Zona Pisana,Società della Salute Zona Pisana,SOCIETA DELLA SALUTE ZONA PISANA,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,,
008_0049,09_PISA PREF E PROV.txt,Società della Salute Zona Alta Valdicecina-Valdera,Società della Salute Zona Alta Valdicecina-Valdera,SOCIETA DELLA SALUTE ZONA ALTA VALDICECINA-VALDERA,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,,
008_0050,09_PISA PREF E PROV.txt,Società della Salute Zona Empolese Valdarno Valdelsa,Società della Salute Zona Empolese Valdarno Valdelsa,SOCIETA DELLA SALUTE ZONA EMPOLESE VALDARNO VALDELSA,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)","Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Ambiti socio-sanitari,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,,
008_0051,09_PISA PREF E PROV.txt,Consigliera di Parita della Provincia di Pisa,Consigliera di Parità della Provincia di Pisa,CONSIGLIERA DI PARITA DELLA PROVINCIA DI PISA,Organismi di parità,Organismi di parità,Altri attori istituzionali / professionali,Pisa,Pisa,Toscana,json,valido_localizzato,firmatario|soggetto_proponente|attore,1,1,1,,,
008_0052,09_PISA PREF E PROV.txt,Centri Antiviolenza riconosciuti dalla Regione Toscana,Centri Antiviolenza,CENTRI ANTIVIOLENZA,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,,,Toscana,nome,generico,firmatario|attore,1,1,0,,"operano nel territorio provinciale per la prevenzione e il contrasto della violenza maschile contro le donne, della violenza intrafamiliare e della violenza assistita",
008_0053,09_PISA PREF E PROV.txt,Associazione Casa della donna,Associazione Casa della donna,ASSOCIAZIONE CASA DELLA DONNA,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,Pisa,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,gestisce Centri Antiviolenza e Case rifugio,93033330502
008_0054,09_PISA PREF E PROV.txt,Associazione Frida,Associazione Frida,ASSOCIAZIONE FRIDA,CAV/Centri Antiviolenza,CAV/Centri Antiviolenza,CAV e Case Rifugio,San Miniato,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,gestisce Centri Antiviolenza e Case rifugio,91013660500
008_0055,09_PISA PREF E PROV.txt,Associazione Eunice,Associazione Eunice,ASSOCIAZIONE EUNICE,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Pontedera,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,sportello di ascolto per le vittime di violenza,90043720508
008_0056,09_PISA PREF E PROV.txt,Associazione Le Amiche di Mafalda,Associazione Le Amiche di Mafalda,ASSOCIAZIONE LE AMICHE DI MAFALDA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Pomarance,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,,90046580503
008_0057,09_PISA PREF E PROV.txt,Associazione Donne In Movimento,Associazione Donne In Movimento,ASSOCIAZIONE DONNE IN MOVIMENTO,ASSOCIAZIONI DI PROMOZIONE SOCIALE,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Pisa,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,numero di reperibilità per emergenze per donne vittime di violenza; accoglienza in caso di fuga,01415510500
008_0058,09_PISA PREF E PROV.txt,AIED,AIED,AIED,Altro,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,Associazione Italiana Educazione Demografica; azioni di sensibilizzazione e prevenzione nelle scuole,
008_0059,09_PISA PREF E PROV.txt,Nuovo Maschile. Uomini liberi dalla violenza,Nuovo Maschile. Uomini liberi dalla violenza,NUOVO MASCHILE. UOMINI LIBERI DALLA VIOLENZA,"Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti","Associazioni che si occupano di programmi di prevenzione, recupero e trattamento per uomini maltrattanti",Associazionismo,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,gestisce linea di ascolto e percorsi per uomini,
008_0060,09_PISA PREF E PROV.txt,Arnera Societa Cooperativa Sociale,Arnera Società Cooperativa Sociale,ARNERA SOCIETA COOPERATIVA SOCIALE,IMPRESE SOCIALI,Ente terzo settore - ETS (iscritto al RUNTS),Associazionismo,Pontedera,Pisa,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,strutture di accoglienza per donne in situazione di disagio socio economico,90055170501
008_0061,09_PISA PREF E PROV.txt,Regione Toscana,Regione Toscana,REGIONE TOSCANA,Regioni/Province Autonome,Regioni/Province Autonome,Regioni/Province Autonome,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,riconosce Centri Antiviolenza e funzioni di coordinamento della Rete Antiviolenza,
008_0062,09_PISA PREF E PROV.txt,Procura della Repubblica presso il Tribunale,Procura della Repubblica presso il Tribunale,PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE,Procura Ordinaria/Tribunale/Corte d'appello,Procura Ordinaria/Tribunale/Corte d'appello,Giustizia e forze dell'ordine,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,,
008_0063,09_PISA PREF E PROV.txt,Procura della Repubblica presso il Tribunale per i Minorenni,Procura della Repubblica presso il Tribunale per i Minorenni,PROCURA DELLA REPUBBLICA PRESSO IL TRIBUNALE PER I MINORENNI,Procura Minorile/Tribunale minorile,Procura Minorile/Tribunale minorile,Giustizia e forze dell'ordine,,,Toscana,nome,valido_localizzato,firmatario|attore,1,1,0,,,
008_0064,09_PISA PREF E PROV.txt,Magistratura di Sorveglianza,Magistratura di Sorveglianza,MAGISTRATURA DI SORVEGLIANZA,Altro,Altro,Altro,,,Toscana,nome,valido_localizzato,,0,0,0,,,
009_0001,09_PISTOIA PROV .txt,Provincia di Pistoia,Provincia di Pistoia,PROVINCIA DI PISTOIA,Province/Città metropolitane,Province/Città metropolitane,Province/Città metropolitane,Pistoia,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario; soggetto capofila dell'Intesa,
009_0002,09_PISTOIA PROV .txt,Comune di Pistoia,Comune di Pistoia,COMUNE DI PISTOIA,Comuni,Comuni,Enti territoriali / servizi comunali,Pistoia,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario; comune capoluogo,
009_0003,09_PISTOIA PROV .txt,Comune di Abetone,Comune di Abetone,COMUNE DI ABETONE,Comuni,Comuni,Enti territoriali / servizi comunali,Abetone,,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0004,09_PISTOIA PROV .txt,Comune di Agliana,Comune di Agliana,COMUNE DI AGLIANA,Comuni,Comuni,Enti territoriali / servizi comunali,Agliana,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0005,09_PISTOIA PROV .txt,Comune di Buggiano,Comune di Buggiano,COMUNE DI BUGGIANO,Comuni,Comuni,Enti territoriali / servizi comunali,Buggiano,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0006,09_PISTOIA PROV .txt,Comune di Chiesina Uzzanese,Comune di Chiesina Uzzanese,COMUNE DI CHIESINA UZZANESE,Comuni,Comuni,Enti territoriali / servizi comunali,Chiesina Uzzanese,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0007,09_PISTOIA PROV .txt,Comune di Cutigliano,Comune di Cutigliano,COMUNE DI CUTIGLIANO,Comuni,Comuni,Enti territoriali / servizi comunali,Cutigliano,,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0008,09_PISTOIA PROV .txt,Comune di Lamporecchio,Comune di Lamporecchio,COMUNE DI LAMPORECCHIO,Comuni,Comuni,Enti territoriali / servizi comunali,Lamporecchio,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0009,09_PISTOIA PROV .txt,Comune di Larciano,Comune di Larciano,COMUNE DI LARCIANO,Comuni,Comuni,Enti territoriali / servizi comunali,Larciano,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0010,09_PISTOIA PROV .txt,Comune di Marliana,Comune di Marliana,COMUNE DI MARLIANA,Comuni,Comuni,Enti territoriali / servizi comunali,Marliana,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0011,09_PISTOIA PROV .txt,Comune di Massa e Cozzile,Comune di Massa e Cozzile,COMUNE DI MASSA E COZZILE,Comuni,Comuni,Enti territoriali / servizi comunali,Massa e Cozzile,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0012,09_PISTOIA PROV .txt,Comune di Monsummano Terme,Comune di Monsummano Terme,COMUNE DI MONSUMMANO TERME,Comuni,Comuni,Enti territoriali / servizi comunali,Monsummano Terme,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0013,09_PISTOIA PROV .txt,Comune di Montale,Comune di Montale,COMUNE DI MONTALE,Comuni,Comuni,Enti territoriali / servizi comunali,Montale,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0014,09_PISTOIA PROV .txt,Comune di Montecatini Terme,Comune di Montecatini Terme,COMUNE DI MONTECATINI TERME,Comuni,Comuni,Enti territoriali / servizi comunali,Montecatini Terme,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0015,09_PISTOIA PROV .txt,Comune di Pescia,Comune di Pescia,COMUNE DI PESCIA,Comuni,Comuni,Enti territoriali / servizi comunali,Pescia,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0016,09_PISTOIA PROV .txt,Comune di Pieve a Nievole,Comune di Pieve a Nievole,COMUNE DI PIEVE A NIEVOLE,Comuni,Comuni,Enti territoriali / servizi comunali,Pieve a Nievole,Pistoia,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
009_0017,09_PISTOIA PROV .txt,Comune di Piteglio,Comune di Piteglio,COMUNE DI PITEGLIO,Comuni,Comuni,Enti territoriali / servizi comunali,Piteglio,,Toscana,json,valido_localizzato,firmatario|attore,1,1,0,,firmatario,
