regione,provincia,macro_categoria,tipo_standard,nome_canonico,file,n_record_aggregati
Emilia-Romagna,Forli-Cesena,Giustizia e forze dell'ordine,Procura Ordinaria/Tribunale/Corte d'appello,Procura della Repubblica di Forli,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Piacenza,Giustizia e forze dell'ordine,Procura Ordinaria/Tribunale/Corte d'appello,Procura della Repubblica di Piacenza,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Procura Ordinaria/Tribunale/Corte d'appello,Procura della Repubblica di Reggio Emilia,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Bologna,Giustizia e forze dell'ordine,Procura Ordinaria/Tribunale/Corte d'appello,Procura della Repubblica presso il Tribunale di Bologna,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ferrara,Giustizia e forze dell'ordine,Procura Ordinaria/Tribunale/Corte d'appello,Procura della Repubblica presso il Tribunale di Ferrara,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,Rimini,Giustizia e forze dell'ordine,Procura Ordinaria/Tribunale/Corte d'appello,Procura della Repubblica presso il Tribunale di Rimini,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Ferrara,Giustizia e forze dell'ordine,Procura Ordinaria/Tribunale/Corte d'appello,Tribunale di Ferrara,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Procura Ordinaria/Tribunale/Corte d'appello,Tribunale di Reggio Emilia,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Questura,Questura della Provincia,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Bologna,Giustizia e forze dell'ordine,Questura,Questura di Bologna,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ferrara,Giustizia e forze dell'ordine,Questura,Questura di Ferrara,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
Emilia-Romagna,Modena,Giustizia e forze dell'ordine,Questura,Questura di Modena,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Piacenza,Giustizia e forze dell'ordine,Questura,Questura di Piacenza,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,Ravenna,Giustizia e forze dell'ordine,Questura,Questura di Ravenna,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,Giustizia e forze dell'ordine,Questura,Questura di Reggio Emilia,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Rimini,Giustizia e forze dell'ordine,Questura,Questura di Rimini,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Bologna,Province/Città metropolitane,Province/Città metropolitane,Città metropolitana di Bologna,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,3
Emilia-Romagna,Bologna,Province/Città metropolitane,Province/Città metropolitane,Provincia di Bologna,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,,Province/Città metropolitane,Province/Città metropolitane,Provincia di Forli-Cesena,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Modena,Province/Città metropolitane,Province/Città metropolitane,Provincia di Modena,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt | 08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,2
Emilia-Romagna,Piacenza,Province/Città metropolitane,Province/Città metropolitane,Provincia di Piacenza,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt | 08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt | 08_2406_rta_08_241015092005_4166---DG216-2024.txt,3
Emilia-Romagna,,Province/Città metropolitane,Province/Città metropolitane,Provincia di Reggio Emilia,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Rimini,Province/Città metropolitane,Province/Città metropolitane,Provincia di Rimini,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,,Regioni/Province Autonome,Regioni/Province Autonome,Dipartimento Pari Opportunita della Presidenza del Consiglio dei Ministri,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Regioni/Province Autonome,Regioni/Province Autonome,Ministero dell'Interno,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Regioni/Province Autonome,Regioni/Province Autonome,Ministero dell'Istruzione,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Regioni/Province Autonome,Regioni/Province Autonome,Ministero della Difesa,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Regioni/Province Autonome,Regioni/Province Autonome,Ministero per le Pari Opportunita,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Regioni/Province Autonome,Regioni/Province Autonome,Presidenza del Consiglio dei Ministri - Dipartimento per le Pari Opportunita,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,Regioni/Province Autonome,Regioni/Province Autonome,Regione Emilia - Romagna,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
Emilia-Romagna,,Regioni/Province Autonome,Regioni/Province Autonome,Regione Emilia-Romagna,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt | 08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt | 08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt | 08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt | 08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,6
Emilia-Romagna,,Regioni/Province Autonome,Regioni/Province Autonome,SERVIZIO SANITARIO REGIONALE EMILIA-ROMAGNA,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,,Regioni/Province Autonome,Regioni/Province Autonome,Ufficio di Statistica della Regione Emilia Romagna,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,Piacenza,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),A.U.S.L. di Piacenza,08_2406_rta_08_241015092005_4166---DG216-2024.txt,1
Emilia-Romagna,Piacenza,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),AUSL Piacenza,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),AUSL della Romagna,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Ravenna,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Ausl di Ravenna - Distretto Sanitario di Faenza,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Azienda Ospedaliera Santa Maria Nuova di Reggio Emilia,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Ferrara,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Azienda Ospedaliera Universitaria di Ferrara,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Azienda Sanitaria Locale di Reggio Emilia,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Azienda USL della Romagna,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Bologna,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Azienda USL di Bologna,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ferrara,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Azienda USL di Ferrara,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Piacenza,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Azienda USL di Piacenza,08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Azienda Unità Sanitaria Locale Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Rimini,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Azienda Unità Sanitaria Locale della Romagna,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Ferrara,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Azienda Unità Sanitaria Locale di Ferrara,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,Modena,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Azienda Unità Sanitaria Locale di Modena,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Piacenza,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Azienda Unità Sanitaria Locale di Piacenza,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Case della Comunita,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Centri Salute Donna,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Centri Salute Mentale Adulti,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Centri di Salute Mentale (CSM) del Distretto di Reggio Emilia,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Consultori,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Consultori familiari,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt | 08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt | 08_2406_rta_08_241015091917_4166---Protocollo2022-2024.txt,3
Emilia-Romagna,Ferrara,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Consultori familiari Ferrara,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Consultorio Familiare Ginecologia e Ostetricia,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Consultorio familiare dell'Azienda USL,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Dipartimento di Salute Mentale,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Ravenna,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Distretto Sanitario di Faenza,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Ravenna,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Distretto Sanitario di Lugo,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,Ravenna,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Distretto Sanitario di Ravenna,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Servizio Dipendenze Patologiche,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Spazio Giovani,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),Struttura Operativa Medicina Legale,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),U.O.NPIA,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,ASL (consultori familiari e altri servizi territoriali),UONPIA - Casa della Salute Terre e Fiumi,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,Modena,Sanità e servizi territoriali,"Ospedale (Pronto soccorso, ecc.)",Azienda Ospedaliero - Universitaria Policlinico di Modena,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Ferrara,Sanità e servizi territoriali,"Ospedale (Pronto soccorso, ecc.)",Azienda Ospedaliero Universitaria di Ferrara,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,"Ospedale (Pronto soccorso, ecc.)",Guardia Medica,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,"Ospedale (Pronto soccorso, ecc.)",Ospedali,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,"Ospedale (Pronto soccorso, ecc.)",Pronto Intervento 118,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Ferrara,Sanità e servizi territoriali,"Ospedale (Pronto soccorso, ecc.)",Pronto Soccorso Generale e Ostetrico-Ginecologico Ferrara,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,"Ospedale (Pronto soccorso, ecc.)",Reparto Ostetricia,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,"Ospedale (Pronto soccorso, ecc.)",Sanitari ospedalieri e del Distretto,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Ferrara,Sanità e servizi territoriali,"Ospedale (Pronto soccorso, ecc.)",Servizio 118 di Ferrara,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,Servizi per l'impiego,Centri per l'impiego,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,Servizi per l'impiego,Centro per l'impiego,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,Servizi per l'impiego,Sportello Lavoro,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,,Sanità e servizi territoriali,Servizi per l'impiego,Sportello comunale per il lavoro,08_2406_rta_08_241015091500_4166---Protocollo_autonomia_lavorativa_def.txt,1
Liguria,,Altri attori istituzionali / professionali,Scuole/Ufficio scolastico provinciale e regionale,Ufficio Scolastico Regionale per la Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,Genova,Altri attori istituzionali / professionali,Università,Università degli Studi di Genova,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,Altro,Altro,ANCI Liguria,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,Altro,Altro,Commissione Territoriale,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,,Altro,Altro,Consolati,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,,Altro,Altro,Equipe Integrata Sovradistrettuale Maltrattamento e Abuso,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,,Altro,Altro,Equipe Multiprofessionale Sovradistrettuale Maltrattamento e Abuso,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,,Altro,Altro,Istituzioni,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,,Altro,Altro,Medici di Medicina generale,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,,Altro,Altro,Pediatri di Libera Scelta,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,Genova,Altro,Altro,Segreteria Tecnica del DSS 15 (Comune di Chiavari,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,,Altro,Altro,"Tavolo di Coordinamento del sistema degli interventi per il contrasto, il trattamento della violenza maschile contro le donne e il loro reinserimento socio-lavorativo",07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,,Altro,Altro,UNHCR,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,,Altro,Altro,Ufficio Asilo Politico,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,,Altro,Altro,centri di accoglienza straordinaria predisposto dalle Prefetture,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,,Altro,Altro,la rete D.iRe,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,,Ambiti socio-sanitari,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",ATS di riferimento per residenza,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,,Ambiti socio-sanitari,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Distretti Sociosanitari n. 14,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,,Ambiti socio-sanitari,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Distretti Sociosanitari n. 15,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,,Ambiti socio-sanitari,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Distretti Sociosanitari n. 16,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,,Ambiti socio-sanitari,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",Rete dei servizi SAI,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,Genova,Ambiti socio-sanitari,"Ambiti della programmazione sociale e socio-sanitaria (Ambiti Sociali, Piani di Zona, Distretti socio-sanitari, Società della Salute)",centri di accoglienza del sistema SAI del Comune di Genova,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,Genova,Associazionismo,Ente terzo settore - ETS (iscritto al RUNTS),Agora soc. coop. soc,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,Genova,Associazionismo,Ente terzo settore - ETS (iscritto al RUNTS),Arci Solidarieta Genova ODV,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,Genova,Associazionismo,Ente terzo settore - ETS (iscritto al RUNTS),Dono Società cooperativa sociale,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,Genova,Associazionismo,Ente terzo settore - ETS (iscritto al RUNTS),Fondazione Auxilium,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,Genova,Associazionismo,Ente terzo settore - ETS (iscritto al RUNTS),Il Biscione Società Cooperativa Sociale,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,Genova,Associazionismo,Ente terzo settore - ETS (iscritto al RUNTS),Il Cesto Onlus Cooperativa Sociale,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,Genova,Associazionismo,Ente terzo settore - ETS (iscritto al RUNTS),Lanza del Vasto Società Cooperativa Sociale,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,Genova,Associazionismo,Ente terzo settore - ETS (iscritto al RUNTS),Tl Melograno Cooperativa Sociale Onlus,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,,Associazionismo,Ente terzo settore - ETS (iscritto al RUNTS),operatori del III settore,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,Savona,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Antiviolenza Artemisia Gentileschi,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Antiviolenza Casa Pandora Margherita Ferro,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Antiviolenza ISV,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Antiviolenza Irene,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Antiviolenza Mai piu sola e Casa Rifugio Franca Viola,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Antiviolenza Mascherona e Casa Rifugio Elisa,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Antiviolenza Pandora,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Antiviolenza Telefono Donna,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro Antiviolenza e Casa Rifugio Per non subire violenza,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,Genova,CAV e Case Rifugio,CAV/Centri Antiviolenza,Centro per non subire violenza (da U.D.1,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,Genova,CAV e Case Rifugio,CAV/Centri Antiviolenza,Il Cerchio delle Relazioni Società Cooperativa Sociale - Centro Antiviolenza Mascherona,07_2406_rta_07_240916163933_4166---sub_14574431199510849525_Protocollo_LVLS-signed.txt,1
Liguria,Genova,CAV e Case Rifugio,CAV/Centri Antiviolenza,Telefono Donna Centro AntiViolenza CIF,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,Genova,CAV e Case Rifugio,CAV/Centri Antiviolenza,Telefono Donna Centro AntiViolenza CIF APS,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,,CAV e Case Rifugio,Case Rifugio,Casa Rifugio L'isola che c'e,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,,CAV e Case Rifugio,Case Rifugio,Casa Rifugio Marina,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,Genova,CAV e Case Rifugio,Case Rifugio,Opera Diocesana Madonna dei Bambini Villaggio del Ragazzo,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,Genova,Enti territoriali / servizi comunali,Comuni,Comune di Chiavari,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt | 07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,2
